Chr	Gene.id	Name	Start	End	Length	SNPs	Tests	SNP.id	SNP.pos	SNP.maf	SNP.qual	K	SSM	BIC	F_stat	R2	N.stop	N.better	Pval
1	23	gene23	643	671	29	38	37.6617	SUMMARY	-	-	-	5	0.00953212	20.0945	21.3601	-	101	1	0.00990099
1	24	gene24	671	710	40	48	47.4306	NONE	-	-	-	0	0	0	0	-	100	0	-
1	24	gene24	671	710	40	48	47.4306	dis2_2	668	0.47175	1	1	0.00259288	6.26547	28.0171	0	0	0	-
1	24	gene24	671	710	40	48	47.4306	dis2_1	667	0.2715	1	2	0.00504397	12.6646	27.4599	0.00032489	0	0	-
1	24	gene24	671	710	40	48	47.4306	dis2_4	670	0.462	1	3	0.00667129	15.1056	19.5553	0.00246207	0	0	-
1	24	gene24	671	710	40	48	47.4306	dis2_0	666	0.4825	1	4	0.00813254	17.0112	16.8226	0.00120242	0	0	-
1	24	gene24	671	710	40	48	47.4306	dis2_3	669	0.1535	1	5	0.00953212	18.8825	14.0374	0.000868812	0	0	-
1	24	gene24	671	710	40	48	47.4306	SUMMARY	-	-	-	5	0.00953212	18.8825	21.3601	-	101	1	0.00990099
1	25	gene25	710	735	26	34	33.6984	NONE	-	-	-	0	0	0	0	-	0	0	-
1	25	gene25	710	735	26	34	33.6984	SUMMARY	-	-	-	0	0.000596144	-4.1334	6.37277	-	1	1	1
1	26	gene26	735	769	35	42	41.526	NONE	-	-	-	0	0	0	0	-	0	0	-
1	26	gene26	735	769	35	42	41.526	SUMMARY	-	-	-	0	0.000387513	-5.45789	4.1379	-	1	1	1
1	27	gene27	769	808	40	49	48.4313	NONE	-	-	-	0	0	0	0	-	0	0	-
1	27	gene27	769	808	40	49	48.4313	SUMMARY	-	-	-	0	0.000574752	-4.61054	6.14339	-	1	1	1
1	28	gene28	808	833	26	34	33.743	NONE	-	-	-	0	0	0	0	-	0	0	-
1	28	gene28	808	833	26	34	33.743	SUMMARY	-	-	-	0	0.000453648	-4.89684	4.84579	-	1	1	1
1	29	gene29	833	872	40	47	46.501	NONE	-	-	-	0	0	0	0	-	0	0	-
1	29	gene29	833	872	40	47	46.501	SUMMARY	-	-	-	0	0.00065993	-4.11409	7.05705	-	1	1	1
1	30	gene30	872	908	37	43	42.5449	NONE	-	-	-	0	0	0	0	-	0	0	-
1	30	gene30	872	908	37	43	42.5449	SUMMARY	-	-	-	0	0.000510933	-4.82232	5.45938	-	1	1	1
1	31	gene31	908	948	41	50	49.3813	NONE	-	-	-	0	0	0	0	-	0	0	-
1	31	gene31	908	948	41	50	49.3813	SUMMARY	-	-	-	0	0.00051925	-4.92685	5.54849	-	1	1	1
1	32	gene32	948	975	28	37	36.6758	NONE	-	-	-	0	0	0	0	-	0	0	-
1	32	gene32	948	975	28	37	36.6758	SUMMARY	-	-	-	0	0.000797884	-3.13811	8.53859	-	1	1	1
1	33	gene33	975	986	12	22	21.8849	NONE	-	-	-	0	0	0	0	-	0	0	-
1	33	gene33	975	986	12	22	21.8849	SUMMARY	-	-	-	0	0.00052138	-4.10168	5.57132	-	1	1	1
1	34	gene34	986	1000	15	20	19.8953	NONE	-	-	-	0	0	0	0	-	0	0	-
1	34	gene34	986	1000	15	20	19.8953	SUMMARY	-	-	-	0	0.000613214	-3.5151	6.55585	-	1	1	1
