Chr	Gene.id	Name	Start	End	Length	SNPs	Tests	SNP.id	SNP.pos	SNP.maf	SNP.qual	K	SSM	BIC	F_stat	R2	N.stop	N.better	Pval
1	22	gene22	629	643	15	25	24.8364	SUMMARY	-	-	-	0	0.00195226	-5.0586	3.90824	-	1	1	1
1	23	gene23	643	671	29	39	38.6443	NONE	-	-	-	0	0	0	0	-	99582	0	-
1	23	gene23	643	671	29	39	38.6443	dis2_2	668	0.47175	1	1	0.0134871	6.12407	27.3157	0	415	0	-
1	23	gene23	643	671	29	39	38.6443	dis2_1	667	0.2715	1	2	0.0261947	12.3536	26.7059	0.000339193	3	0	-
1	23	gene23	643	671	29	39	38.6443	dis2_4	670	0.462	1	3	0.0346498	14.7709	19.2165	0.00247705	0	0	-
1	23	gene23	643	671	29	39	38.6443	dis2_0	666	0.4825	1	4	0.0420791	16.5089	16.5751	0.00123204	0	0	-
1	23	gene23	643	671	29	39	38.6443	dis2_3	669	0.1535	1	5	0.0488041	17.8179	13.7893	0.000906829	0	0	-
1	23	gene23	643	671	29	39	38.6443	SUMMARY	-	-	-	5	0.0488041	17.8179	20.4617	-	100001	1	9.9999e-06
1	24	gene24	671	710	40	50	49.3854	NONE	-	-	-	0	0	0	0	-	99571	0	-
1	24	gene24	671	710	40	50	49.3854	dis2_2	668	0.47175	1	1	0.0134871	5.87882	27.3157	0	427	0	-
1	24	gene24	671	710	40	50	49.3854	dis2_1	667	0.2715	1	2	0.0261947	11.8573	26.7059	0.000339193	2	0	-
1	24	gene24	671	710	40	50	49.3854	dis2_4	670	0.462	1	3	0.0346498	14.0175	19.2165	0.00247705	0	0	-
1	24	gene24	671	710	40	50	49.3854	dis2_0	666	0.4825	1	4	0.0420791	15.4922	16.5751	0.00123204	0	0	-
1	24	gene24	671	710	40	50	49.3854	dis2_3	669	0.1535	1	5	0.0488041	16.5311	13.7893	0.000906829	0	0	-
1	24	gene24	671	710	40	50	49.3854	SUMMARY	-	-	-	5	0.0488041	16.5311	20.4617	-	100001	1	9.9999e-06
1	25	gene25	710	735	26	36	35.6627	NONE	-	-	-	0	0	0	0	-	0	0	-
1	25	gene25	710	735	26	36	35.6627	SUMMARY	-	-	-	0	0.003159	-4.21056	6.33168	-	1	1	1
1	26	gene26	735	769	35	44	43.4881	NONE	-	-	-	0	0	0	0	-	0	0	-
1	26	gene26	735	769	35	44	43.4881	SUMMARY	-	-	-	0	0.00205919	-5.51162	4.12276	-	1	1	1
1	27	gene27	769	808	40	50	49.4099	NONE	-	-	-	0	0	0	0	-	0	0	-
1	27	gene27	769	808	40	50	49.4099	SUMMARY	-	-	-	0	0.00300986	-4.68621	6.03185	-	1	1	1
1	28	gene28	808	833	26	36	35.7092	NONE	-	-	-	0	0	0	0	-	0	0	-
1	28	gene28	808	833	26	36	35.7092	SUMMARY	-	-	-	0	0.00240971	-4.96325	4.82622	-	1	1	1
1	29	gene29	833	872	40	49	48.4497	NONE	-	-	-	0	0	0	0	-	0	0	-
1	29	gene29	833	872	40	49	48.4497	SUMMARY	-	-	-	0	0.00349795	-4.17689	7.01344	-	1	1	1
1	30	gene30	872	908	37	46	45.4643	NONE	-	-	-	0	0	0	0	-	0	0	-
1	30	gene30	872	908	37	46	45.4643	SUMMARY	-	-	-	0	0.00270134	-4.91238	5.41189	-	1	1	1
1	31	gene31	908	948	41	50	49.3813	NONE	-	-	-	0	0	0	0	-	0	0	-
1	31	gene31	908	948	41	50	49.3813	SUMMARY	-	-	-	0	0.00275702	-4.9392	5.52375	-	1	1	1
1	32	gene32	948	975	28	38	37.6628	NONE	-	-	-	0	0	0	0	-	0	0	-
1	32	gene32	948	975	28	38	37.6628	SUMMARY	-	-	-	0	0.00422523	-3.19494	8.47783	-	1	1	1
1	33	gene33	975	986	12	22	21.8849	NONE	-	-	-	0	0	0	0	-	0	0	-
1	33	gene33	975	986	12	22	21.8849	SUMMARY	-	-	-	0	0.00276682	-4.11559	5.54345	-	1	1	1
1	34	gene34	986	1000	15	20	19.8953	NONE	-	-	-	0	0	0	0	-	0	0	-
1	34	gene34	986	1000	15	20	19.8953	SUMMARY	-	-	-	0	0.00325404	-3.53159	6.5228	-	1	1	1
